Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
343,48488.07,31.32,0.51,-1631.54,3.0,65519.0,0.0,17332.0
344,48664.02,31.32,-7.65,5727.34,3.0,65533.0,0.0,17383.0
345,48405.48,31.28,20.99,-9993.36,3.0,11.0,0.0,17433.0
346,48586.02,31.39,-28.98,9190.62,3.0,65532.0,0.0,17483.0
347,48562.57,31.24,16.98,-3013.96,3.0,11.0,0.0,17533.0
348,48515.88,31.33,1.91,-1819.14,3.0,65533.0,0.0,17585.0
349,48512.98,31.34,-7.19,1149.9,3.0,12.0,0.0,17635.0
350,48584.34,31.3,-1.44,2170.7,3.0,65521.0,0.0,17685.0
351,48476.31,31.3,9.41,-4321.29,3.0,65533.0,0.0,17735.0
352,48582.43,31.34,-12.19,4610.25,3.0,65533.0,0.0,17786.0
